,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
439,0.90391718,4091,https://www.zalando.co.uk/rifo-suzanne-day-dress-blue-mare-rip21c000-k11.html,RifÃ²,SUZANNE , Day dress,summer-dresses,59.99,blue,,,PiquÃ©,,100% cotton,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,,,,Low-cut v-neck,Plain,,RIP21C000-K11,Knee-length,Short,"36.5 "" (Size S)",Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,0.937274925,3132,https://www.zalando.co.uk/part-two-naiomi-day-dress-green-p2121c0ee-m11.html,Part Two,NAIOMI , Day dress,summer-dresses,93.49,army green,,,,,100% viscose,100% viscose,Dry clean only,Standing collar,,,,Low-cut v-neck,Floral,Slip,P2121C0EE-M11,Knee-length,"23.5 "" (Size 8)","40.0 "" (Size 8)",Loose Fit,,"14.5 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,0.458943513,596,https://www.zalando.co.uk/vila-vikawa-dress-day-dress-optical-snow-v1021c2v9-a11.html,Vila,VIKAWA NOOS , Day dress,summer-dresses,39.99,white,,,,,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Low-cut v-neck,Plain,,V1021C2V9-A11,Short,Long,,Slim Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,0.8598518159999999,3716,https://www.zalando.co.uk/marimekko-ilolle-jokeri-dress-day-dress-dark-bluesand-m4k21c04s-k11.html,Marimekko,ILOLLE JOKERI DRESS , Day dress,summer-dresses,259.99,navy,,,,,100% cotton,,"Machine wash at 40°C, do not tumble dry",Kent collar,,,Button,,,,M4K21C04S-K11,Calf-length,"21.5 "" (Size 10)","44.5 "" (Size 10)",Regular Fit,,"20.5 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,0.505788995,2873,https://www.zalando.co.uk/esprit-day-dress-navy-es121c24h-k11.html,Esprit,Day dress,,summer-dresses,55.0,navy,,,,,"60% viscose, 40% polyamide",,"Do not bleach, machine wash at 30°C",,,,,Low-cut v-neck,Marl,Belt included,ES121C24H-K11,Short,3/4 length,,Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,0.712635384,3213,https://www.zalando.co.uk/dkny-day-dress-white-dk121c09s-a11.html,DKNY,FOUNDATION LOGO DRESS , Day dress,summer-dresses,89.99,white,,,Sweat,Semi-sheer,"60% cotton, 40% polyester",,"Machine wash at 30°C, Machine wash on gentle cycle",,,,,Crew neck,Print,,DK121C09S-A11,Knee-length,Extra short,"37.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,0.304539502,7083,https://www.zalando.co.uk/filippa-k-oriana-dress-cocktail-dress-party-dress-black-f1421c06f-q11.html,Filippa K,ORIANA DRESS , Cocktail dress / Party dress,Cocktail Dresses,279.99,black,,Yes,Satin,,"86% triacetate, 14% polyester",,"Hand wash only, Dry cleanable",,,,Zip,Crew neck,Plain,,F1421C06F-Q11,Knee-length,"28.0 "" (Size 8)","39.5 "" (Size 8)",Slim Fit,"Our model is 5' 11""  tall and is wearing size 8","16.0 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,0.050904183,588,https://www.zalando.co.uk/pieces-petite-pchember-day-dress-sky-captain-pit21c04b-k11.html,Pieces Petite,PCHEMBER  , Day dress,summer-dresses,30.99,black multi-coloured,,,Chiffon,,100% polyester,,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",Turn-down collar,,,Button,,Floral,"Belt included, bust darts",PIT21C04B-K11,Knee-length,"22.5 "" (Size XS)","40.5 "" (Size XS)",Regular Fit,,"14.0 "" (Size XS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,0.9135148240000001,2342,https://www.zalando.co.uk/in-the-style-cocktail-dress-party-dress-grey-i0421c01m-c11.html,IN THE STYLE,CARYS WHITTAKER HOUNDSTOOTH BELTED MINI DRESS , Day dress,summer-dresses,33.99,grey,,,,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,,Checked,"Belt included, inseam pockets, bust darts, adjustable straps",I0421C01M-C11,Short,Spaghetti straps,"34.0 "" (Size 8)",Bodycon,"Our model is 5' 10""  tall and is wearing size 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,0.578371462,532,https://www.zalando.co.uk/forever-new-destiny-pleated-midi-dress-day-dress-cyprus-patchwork-fod21c0g5-t11.html,Forever New,DESTINY PLEATED MIDI DRESS , Day dress,summer-dresses,119.99,pastel orange,,,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",,,,Zip,Cache-coeur,,Slip,FOD21C0G5-T11,Calf-length,"24.5 "" (Size 8)","43.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
